"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count"
"2";"218";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Absolutely amazing";"2022-09-28T14:24:30+0000";"0";"0"
"2";"219";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"He is a Treasure 🥰";"2022-09-28T15:12:32+0000";"0";"0"
"2";"220";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"It’s almost as magical the mysteries of nature as Sir David smile! At his age and still being surprise!";"2022-09-28T16:22:11+0000";"1";"0"
"2";"221";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Sir David, thanks to you we see the most amazing works of my beloved Mother Nature.";"2022-09-28T17:01:08+0000";"1";"0"
"2";"222";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Nature is Amazing 🥰";"2022-09-28T17:34:16+0000";"0";"0"
"2";"223";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Awesome‼️";"2022-09-28T18:27:14+0000";"0";"0"
"2";"224";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Anyone remember a show called “The Blue Marble”?";"2022-09-28T20:52:28+0000";"0";"0"
"2";"225";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"https://www.facebook.com/عالم-الحيوانات-110083548528348/";"2022-09-29T00:06:24+0000";"0";"0"
"2";"226";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"https://www.facebook.com/عالم-الحيوانات-110083548528348/";"2022-09-29T00:07:59+0000";"0";"0"
"2";"227";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"I SAW THIS PLANT IN A MOVIE ONCE";"2022-09-29T02:38:07+0000";"0";"0"
"2";"228";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Danial Khan";"2022-09-29T05:23:41+0000";"0";"0"
"2";"229";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Waqar Ahmad Khan";"2022-09-29T05:24:02+0000";"0";"0"
"2";"230";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Shall we call it nocturnal plant?";"2022-09-29T07:00:07+0000";"0";"0"
"2";"231";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Amazing 😍";"2022-09-29T07:07:10+0000";"0";"0"
"2";"232";"18";"1143803202301544_630018605152425";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"Amazing!";"2022-09-29T08:49:17+0000";"0";"0"
"2";"233";"18";"1143803202301544_630018605152425";"offcut";"";"fetched (200)";"2022-09-29 15:28:59.456544";"Facebook:/<post-id>/comments";"";"";"";""
"2";"234";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"WELL DESERVED...👍👍👏👏❤❤❤❤";"2022-09-28T12:36:52+0000";"0";"0"
"2";"235";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Fantastic !!!";"2022-09-28T12:58:24+0000";"0";"0"
"2";"236";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Rhoda Stroud";"2022-09-28T13:07:17+0000";"0";"1"
"2";"237";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Congratulations...";"2022-09-28T13:22:24+0000";"0";"0"
"2";"238";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"David Stroud yesssss! 😎😎";"2022-09-28T13:51:19+0000";"0";"0"
"2";"239";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"That's awesome! Congratulations!";"2022-09-28T14:06:28+0000";"0";"0"
"2";"240";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Wonderful.";"2022-09-28T14:18:32+0000";"0";"0"
"2";"241";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Congratulations and good luck !!!! 👍";"2022-09-28T14:53:51+0000";"0";"0"
"2";"242";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Congratulations and i would spend a bit on sound financial advice.";"2022-09-28T15:05:09+0000";"0";"0"
"2";"243";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"I would to join you to celebrate with a glass of wine!!!";"2022-09-28T15:07:52+0000";"0";"0"
"2";"244";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"A deserving winner for sure.. but why go public.? So much potential for hassle from wider family, neighbourhood, friends and weirdos. Begging letters galore to deal with too. I have just finished reading a book in which a daughter of a winning family was kidnappped and held to ransom. It totally defeats me why anyone would choose to expose themselves this way. Is there some massive incentive from those who run the lottery, presumably as it encourages more people to try their luck? That is the only explanation I can think of 🤔😬";"2022-09-28T15:26:57+0000";"0";"0"
"2";"245";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Fantastic and congratulations.";"2022-09-28T16:50:30+0000";"0";"0"
"2";"246";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Ого😌";"2022-09-28T18:24:56+0000";"0";"0"
"2";"247";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"Delighted for you all.   Enjoy 😘";"2022-09-28T20:18:42+0000";"0";"0"
"2";"248";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"So happy for her";"2022-09-28T21:25:24+0000";"0";"0"
"2";"249";"19";"1143803202301544_630588005095485";"data";"data.*";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"""Thanksgiving""";"2022-09-29T11:44:00+0000";"0";"0"
"2";"250";"19";"1143803202301544_630588005095485";"offcut";"";"fetched (200)";"2022-09-29 15:28:59.771665";"Facebook:/<post-id>/comments";"";"";"";""
"2";"251";"20";"1143803202301544_630688025085483";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"Just had to binge watch... there's not much that gives real belly laughs but this is one ..  such a great show";"2022-09-28T12:06:07+0000";"3";"0"
"2";"252";"20";"1143803202301544_630688025085483";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"?";"2022-09-28T19:04:33+0000";"0";"1"
"2";"253";"20";"1143803202301544_630688025085483";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"Not funny. Hes a pig.";"2022-09-28T22:52:15+0000";"0";"0"
"2";"254";"20";"1143803202301544_630688025085483";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"God  bless you  both";"2022-09-29T00:01:44+0000";"0";"0"
"2";"255";"20";"1143803202301544_630688025085483";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"Judy Curtis ?? Back at ya";"2022-09-29T07:28:53+0000";"0";"0"
"2";"256";"20";"1143803202301544_630688025085483";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"Just don't get this at all..... watched first episode   & didn't think it funny,  caught half of episode last week... Still not funny.";"2022-09-29T10:38:55+0000";"0";"0"
"2";"257";"20";"1143803202301544_630688025085483";"offcut";"";"fetched (200)";"2022-09-29 15:29:00.085960";"Facebook:/<post-id>/comments";"";"";"";""
"2";"258";"21";"1143803202301544_630614875092798";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.364453";"Facebook:/<post-id>/comments";"Watch #BBCGhosts on iPlayer";"2022-09-28T09:58:18+0000";"1";"0"
"2";"259";"21";"1143803202301544_630614875092798";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.364453";"Facebook:/<post-id>/comments";"Will there be a new season ?";"2022-09-28T23:38:23+0000";"0";"0"
"2";"260";"21";"1143803202301544_630614875092798";"data";"data.*";"fetched (200)";"2022-09-29 15:29:00.364453";"Facebook:/<post-id>/comments";"This version tops the American rip off and it’s not even close";"2022-09-28T23:38:51+0000";"0";"0"
"2";"261";"21";"1143803202301544_630614875092798";"offcut";"";"fetched (200)";"2022-09-29 15:29:00.364453";"Facebook:/<post-id>/comments";"";"";"";""
